3IR,blockname,leftvariable,rightvariable,option,functionname,functiontype,callersource,constant,memloc,succ
    Begin block 0x0,0x0,0,0,0,0,0,False,0,0,
"    prev=[], succ=[0xe, 0x16f]",0x0,0,0,0,0,0,False,0,0,"0xe, 0x16f"
    =================================,0x0,0,0,0,0,0,False,0,0,"0xe, 0x16f"
    0x0: v0(0x80) = CONST ,0x0,v0,0,CONST,0,0,False,0x80,0,"0xe, 0x16f"
    0x2: v2(0x40) = CONST ,0x0,v2,0,CONST,0,0,False,0x40,0,"0xe, 0x16f"
"    0x4: MSTORE v2(0x40), v0(0x80)",0x0,0,"0,v2,v0",MSTORE,0,0,False,0,0,"0xe, 0x16f"
    0x5: v5(0x4) = CONST ,0x0,v5,0,CONST,0,0,False,0x4,0,"0xe, 0x16f"
    0x7: v7 = CALLDATASIZE ,0x0,v7,0,CALLDATASIZE,0,0,False,0,0,"0xe, 0x16f"
"    0x8: v8 = LT v7, v5(0x4)",0x0,v8,"0,v7,v5",LT,0,0,False,0,0,"0xe, 0x16f"
    0x9: v9(0x16f) = CONST ,0x0,v9,0,CONST,0,0,False,0x16f,0,"0xe, 0x16f"
"    0xd: JUMPI v9(0x16f), v8",0x0,0,"0,v9,v8",JUMPI,0,0,False,0,0,"0xe, 0x16f"
    Begin block 0xe,0xe,0,0,0,0,0,False,0,0,"0xe, 0x16f"
"    prev=[0x0], succ=[0x20, 0xc7]",0xe,0,0,0,0,0,False,0,0,"0x20, 0xc7"
    =================================,0xe,0,0,0,0,0,False,0,0,"0x20, 0xc7"
    0xe: ve(0x0) = CONST ,0xe,ve,0,CONST,0,0,False,0x0,0,"0x20, 0xc7"
    0x10: v10 = CALLDATALOAD ve(0x0),0xe,v10,"0,ve",CALLDATALOAD,0,0,False,0,0,"0x20, 0xc7"
    0x11: v11(0xe0) = CONST ,0xe,v11,0,CONST,0,0,False,0xe0,0,"0x20, 0xc7"
"    0x13: v13 = SHR v11(0xe0), v10",0xe,v13,"0,v11,v10",SHR,0,0,False,0,0,"0x20, 0xc7"
    0x15: v15(0x8da5cb5b) = CONST ,0xe,v15,0,CONST,0,0,False,0x8da5cb5b,0,"0x20, 0xc7"
"    0x1a: v1a = GT v15(0x8da5cb5b), v13",0xe,v1a,"0,v15,v13",GT,0,0,False,0,0,"0x20, 0xc7"
    0x1b: v1b(0xc7) = CONST ,0xe,v1b,0,CONST,0,0,False,0xc7,0,"0x20, 0xc7"
