3IR,blockname,leftvariable,rightvariable,option,functionname,functiontype,callersource,constant,memloc,succ
    Begin block 0x0,0x0,0,0,0,0,0,False,0,0,
"    prev=[], succ=[0xf, 0xb]",0x0,0,0,0,0,0,False,0,0,"0xf, 0xb"
    =================================,0x0,0,0,0,0,0,False,0,0,"0xf, 0xb"
    0x0: v0(0x60) = CONST ,0x0,v0,0,CONST,0,0,False,0x60,0,"0xf, 0xb"
    0x2: v2(0x40) = CONST ,0x0,v2,0,CONST,0,0,False,0x40,0,"0xf, 0xb"
"    0x4: MSTORE v2(0x40), v0(0x60)",0x0,0,"0,v2,v0",MSTORE,0,0,False,0,0,"0xf, 0xb"
    0x5: v5 = CALLVALUE ,0x0,v5,0,CALLVALUE,0,0,False,0,0,"0xf, 0xb"
    0x6: v6 = ISZERO v5,0x0,v6,"0,v5",ISZERO,0,0,False,0,0,"0xf, 0xb"
    0x7: v7(0xf) = CONST ,0x0,v7,0,CONST,0,0,False,0xf,0,"0xf, 0xb"
"    0xa: JUMPI v7(0xf), v6",0x0,0,"0,v7,v6",JUMPI,0,0,False,0,0,"0xf, 0xb"
    Begin block 0xf,0xf,0,0,0,0,0,False,0,0,"0xf, 0xb"
"    prev=[0x0], succ=[]",0xf,0,0,0,0,0,False,0,0,"0xf, 0xb"
    =================================,0xf,0,0,0,0,0,False,0,0,"0xf, 0xb"
    0x10: v10(0x40) = CONST ,0xf,v10,0,CONST,0,0,False,0x40,0,"0xf, 0xb"
    0x12: v12 = MLOAD v10(0x40),0xf,v12,"0,v10",MLOAD,0,0,False,0,0&m0x40,"0xf, 0xb"
    0x13: v13(0x20) = CONST ,0xf,v13,0,CONST,0,0,False,0x20,0,"0xf, 0xb"
    0x16: v16(0x1764) = CONST ,0xf,v16,0,CONST,0,0,False,0x1764,0,"0xf, 0xb"
"    0x1c: v1c = ADD v1787(0x00000000000000000000000070250fcfef983c9b912c8eefb7021b4b7bae836e), v12",0xf,v1c,"0,v1787,v12",ADD,0,0,False,0,0&m0x40+0x00000000000000000000000070250fcfef983c9b912c8eefb7021b4b7bae836e,"0xf, 0xb"
    0x1d: v1d(0x40) = CONST ,0xf,v1d,0,CONST,0,0,False,0x40,0,"0xf, 0xb"
"    0x1f: MSTORE v1d(0x40), v1c",0xf,0,"0,v1d,v1c",MSTORE,0,0,False,0,0,"0xf, 0xb"
    0x22: v22 = MLOAD v1787(0x00000000000000000000000070250fcfef983c9b912c8eefb7021b4b7bae836e),0xf,v22,"0,v1787",MLOAD,0,0,False,0,0&m0x00000000000000000000000070250fcfef983c9b912c8eefb7021b4b7bae836e,"0xf, 0xb"
    0x23: v23(0x1f4) = CONST ,0xf,v23,0,CONST,0,0,False,0x1f4,0,"0xf, 0xb"
    0x26: v26(0x7) = CONST ,0xf,v26,0,CONST,0,0,False,0x7,0,"0xf, 0xb"
"    0x28: SSTORE v26(0x7), v23(0x1f4)",0xf,0,"0,v26,v23",SSTORE,0,0,False,0,0,"0xf, 0xb"
    0x29: v29(0x0) = CONST ,0xf,v29,0,CONST,0,0,False,0x0,0,"0xf, 0xb"
    0x2b: v2b(0x8) = CONST ,0xf,v2b,0,CONST,0,0,False,0x8,0,"0xf, 0xb"
