3IR,blockname,leftvariable,rightvariable,option,functionname,functiontype,callersource,constant,memloc,succ
    Begin block 0x0,0x0,0,0,0,0,0,False,0,0,
"    prev=[], succ=[0x12, 0x16]",0x0,0,0,0,0,0,False,0,0,"0x12, 0x16"
    =================================,0x0,0,0,0,0,0,False,0,0,"0x12, 0x16"
    0x0: v0(0x80) = CONST ,0x0,v0,0,CONST,0,0,False,0x80,0,"0x12, 0x16"
    0x2: v2(0x40) = CONST ,0x0,v2,0,CONST,0,0,False,0x40,0,"0x12, 0x16"
"    0x4: MSTORE v2(0x40), v0(0x80)",0x0,0,"0,v2,v0",MSTORE,0,0,False,0,0,"0x12, 0x16"
    0x5: v5(0x1f4) = CONST ,0x0,v5,0,CONST,0,0,False,0x1f4,0,"0x12, 0x16"
    0x8: v8(0x6e) = CONST ,0x0,v8,0,CONST,0,0,False,0x6e,0,"0x12, 0x16"
"    0xa: SSTORE v8(0x6e), v5(0x1f4)",0x0,0,"0,v8,v5",SSTORE,0,0,False,0,0,"0x12, 0x16"
    0xb: vb = CALLVALUE ,0x0,vb,0,CALLVALUE,0,0,False,0,0,"0x12, 0x16"
    0xd: vd = ISZERO vb,0x0,vd,"0,vb",ISZERO,0,0,False,0,0,"0x12, 0x16"
    0xe: ve(0x16) = CONST ,0x0,ve,0,CONST,0,0,False,0x16,0,"0x12, 0x16"
"    0x11: JUMPI ve(0x16), vd",0x0,0,"0,ve,vd",JUMPI,0,0,False,0,0,"0x12, 0x16"
    Begin block 0x12,0x12,0,0,0,0,0,False,0,0,"0x12, 0x16"
"    prev=[0x0], succ=[]",0x12,0,0,0,0,0,False,0,0,"0x12, 0x16"
    =================================,0x12,0,0,0,0,0,False,0,0,"0x12, 0x16"
    0x12: v12(0x0) = CONST ,0x12,v12,0,CONST,0,0,False,0x0,0,"0x12, 0x16"
"    0x15: REVERT v12(0x0), v12(0x0)",0x12,0,"0,v12,v12",REVERT,0,0,False,0,0,"0x12, 0x16"
    Begin block 0x16,0x16,0,0,0,0,0,False,0,0,"0x12, 0x16"
"    prev=[0x0], succ=[]",0x16,0,0,0,0,0,False,0,0,"0x12, 0x16"
    =================================,0x16,0,0,0,0,0,False,0,0,"0x12, 0x16"
    0x18: v18(0x1833) = CONST ,0x16,v18,0,CONST,0,0,False,0x1833,0,"0x12, 0x16"
    0x1c: v1c(0x26) = CONST ,0x16,v1c,0,CONST,0,0,False,0x26,0,"0x12, 0x16"
    0x1f: v1f(0x0) = CONST ,0x16,v1f,0,CONST,0,0,False,0x0,0,"0x12, 0x16"
"    0x21: CODECOPY v1f(0x0), v1c(0x26), v18(0x1833)",0x16,0,"0,v1f,v1c,v18",CODECOPY,0,0,False,0,0,"0x12, 0x16"
    0x22: v22(0x0) = CONST ,0x16,v22,0,CONST,0,0,False,0x0,0,"0x12, 0x16"
"    0x24: RETURN v22(0x0), v18(0x1833)",0x16,0,"0,v22,v18",RETURN,0,0,False,0,0,"0x12, 0x16"
},0x16,0,0,0,0,0,False,0,0,"0x12, 0x16"
