3IR,blockname,leftvariable,rightvariable,option,functionname,functiontype,callersource,constant,memloc,succ
    Begin block 0x0,0x0,0,0,0,0,0,False,0,0,
"    prev=[], succ=[]",0x0,0,0,0,0,0,False,0,0,
    =================================,0x0,0,0,0,0,0,False,0,0,
    0x0: v0(0x80) = CONST ,0x0,v0,0,CONST,0,0,False,0x80,0,
    0x2: v2(0x40) = CONST ,0x0,v2,0,CONST,0,0,False,0x40,0,
"    0x4: MSTORE v2(0x40), v0(0x80)",0x0,0,"0,v2,v0",MSTORE,0,0,False,0,0,
    0x5: v5 = CALLER ,0x0,v5,0,CALLER,0,0,True,0,0,
    0x6: v6(0x0) = CONST ,0x0,v6,0,CONST,0,0,False,0x0,0,
    0x9: v9(0x100) = CONST ,0x0,v9,0,CONST,0,0,False,0x100,0,
"    0xc: vc(0x1) = EXP v9(0x100), v6(0x0)",0x0,vc,"0,v9,v6",EXP,0,0,False,0x1,0,
    0xe: ve = SLOAD v6(0x0),0x0,ve,"0,v6",SLOAD,0,0,False,0,0,
    0x10: v10(0xffffffffffffffffffffffffffffffffffffffff) = CONST ,0x0,v10,0,CONST,0,0,False,0xffffffffffffffffffffffffffffffffffffffff,0,
"    0x25: v25(0xffffffffffffffffffffffffffffffffffffffff) = MUL v10(0xffffffffffffffffffffffffffffffffffffffff), vc(0x1)",0x0,v25,"0,v10,vc",MUL,0,0,False,0xffffffffffffffffffffffffffffffffffffffff,0,
    0x26: v26(0xffffffffffffffffffffffff0000000000000000000000000000000000000000) = NOT v25(0xffffffffffffffffffffffffffffffffffffffff),0x0,v26,"0,v25",NOT,0,0,False,0xffffffffffffffffffffffff0000000000000000000000000000000000000000,0,
"    0x27: v27 = AND v26(0xffffffffffffffffffffffff0000000000000000000000000000000000000000), ve",0x0,v27,"0,v26,ve",AND,0,0,False,0,0,
    0x2a: v2a(0xffffffffffffffffffffffffffffffffffffffff) = CONST ,0x0,v2a,0,CONST,0,0,False,0xffffffffffffffffffffffffffffffffffffffff,0,
"    0x3f: v3f = AND v2a(0xffffffffffffffffffffffffffffffffffffffff), v5",0x0,v3f,"0,v2a,v5",AND,0,0,True,0,0,
"    0x40: v40 = MUL v3f, vc(0x1)",0x0,v40,"0,v3f,vc",MUL,0,0,False,0,0,
"    0x41: v41 = OR v40, v27",0x0,v41,"0,v40,v27",OR,0,0,False,0,0,
"    0x43: SSTORE v6(0x0), v41",0x0,0,"0,v6,v41",SSTORE,0,0,False,0,0,
    0x45: v45(0x0) = CONST ,0x0,v45,0,CONST,0,0,False,0x0,0,
    0x49: v49 = SLOAD v45(0x0),0x0,v49,"0,v45",SLOAD,0,0,False,0,0,
    0x4b: v4b(0x100) = CONST ,0x0,v4b,0,CONST,0,0,False,0x100,0,
"    0x4e: v4e(0x1) = EXP v4b(0x100), v45(0x0)",0x0,v4e,"0,v4b,v45",EXP,0,0,False,0x1,0,
"    0x50: v50 = DIV v49, v4e(0x1)",0x0,v50,"0,v49,v4e",DIV,0,0,False,0,0,
    0x51: v51(0xffffffffffffffffffffffffffffffffffffffff) = CONST ,0x0,v51,0,CONST,0,0,False,0xffffffffffffffffffffffffffffffffffffffff,0,
"    0x66: v66 = AND v51(0xffffffffffffffffffffffffffffffffffffffff), v50",0x0,v66,"0,v51,v50",AND,0,0,False,0,0,
    0x67: v67(0xffffffffffffffffffffffffffffffffffffffff) = CONST ,0x0,v67,0,CONST,0,0,False,0xffffffffffffffffffffffffffffffffffffffff,0,
"    0x7c: v7c = AND v67(0xffffffffffffffffffffffffffffffffffffffff), v66",0x0,v7c,"0,v67,v66",AND,0,0,False,0,0,
    0x7d: v7d(0x0) = CONST ,0x0,v7d,0,CONST,0,0,False,0x0,0,
    0x7f: v7f(0xffffffffffffffffffffffffffffffffffffffff) = CONST ,0x0,v7f,0,CONST,0,0,False,0xffffffffffffffffffffffffffffffffffffffff,0,
"    0x94: v94(0x0) = AND v7f(0xffffffffffffffffffffffffffffffffffffffff), v7d(0x0)",0x0,v94,"0,v7f,v7d",AND,0,0,False,0x0,0,
    0x95: v95(0x8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e0) = CONST ,0x0,v95,0,CONST,0,0,False,0x8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e0,0,
    0xb6: vb6(0x40) = CONST ,0x0,vb6,0,CONST,0,0,False,0x40,0,
    0xb8: vb8 = MLOAD vb6(0x40),0x0,vb8,"0,vb6",MLOAD,0,0,False,0,0&m0x40,
    0xb9: vb9(0x40) = CONST ,0x0,vb9,0,CONST,0,0,False,0x40,0,
    0xbb: vbb = MLOAD vb9(0x40),0x0,vbb,"0,vb9",MLOAD,0,0,False,0,0&m0x40,
"    0xbe: vbe(0x0) = SUB vb8, vbb",0x0,vbe,"0,vb8,vbb",SUB,0,0,False,0x0,0&m0x40-0x0,
"    0xc0: LOG3 vbb, vbe(0x0), v95(0x8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e0), v94(0x0), v7c",0x0,0,"0,vbb,vbe,v95,v94,v7c",LOG3,0,0,False,0,0,
    0xc1: vc1(0xb8d) = CONST ,0x0,vc1,0,CONST,0,0,False,0xb8d,0,
    0xc5: vc5(0xcf) = CONST ,0x0,vc5,0,CONST,0,0,False,0xcf,0,
    0xc8: vc8(0x0) = CONST ,0x0,vc8,0,CONST,0,0,False,0x0,0,
"    0xca: CODECOPY vc8(0x0), vc5(0xcf), vc1(0xb8d)",0x0,0,"0,vc8,vc5,vc1",CODECOPY,0,0,False,0,0,
    0xcb: vcb(0x0) = CONST ,0x0,vcb,0,CONST,0,0,False,0x0,0,
"    0xcd: RETURN vcb(0x0), vc1(0xb8d)",0x0,0,"0,vcb,vc1",RETURN,0,0,False,0,0,
},0x0,0,0,0,0,0,False,0,0,
