0x0	__function_selector__
0x350	setExpansionPercents(uint256,uint256,uint256,uint256)
0x381	expansionPercentDebtPhaseLpPool()
0x39b	nextEpochLength()
0x3a3	expansionPercentDebtPhaseStakePool()
0x3ab	initialized()
0x3c7	setDollarOracle(address)
0x3fa	setAllocateSeigniorageSalary(uint256)
0x417	strategist()
0x448	baseEpochPeriod()
0x450	lpPool()
0x458	isInitialized()
0x460	setStakePool(address)
0x493	bondMarket()
0x49b	dollarOracle()
0x4a3	expansionPercentLpPool()
0x4ab	dollar()
0x4b3	expansionPercentStakePool()
0x4bb	governanceRecoverUnsupported(address,uint256,address)
0x4fe	operator()
0x506	setExpansionPercentsDebtPhase(uint256,uint256,uint256,uint256)
0x535	allocateSeigniorageSalary()
0x53d	setLpPool(address)
0x570	dollarPriceCeiling()
0x578	nextEpochAllocatedReward(address)
0x5ab	setMaxSupplyExpansionRate(uint256)
0x5c8	lastEpochTime()
0x5d0	expansionPercentReserveFund()
0x5d8	setDollarPriceCeiling(uint256)
0x5f5	sideToken()
0x5fd	expansionPercentDebtPhaseLiquidityIncentiveFund()
0x605	epoch()
0x60d	dollarPriceOne()
0x615	liquidityIncentiveFund()
0x61d	setBootstrapEpochs(uint256)
0x63a	allocateSeigniorage(uint256)
0x657	maxSupplyExpansionRate()
0x65f	isDebtPhase()
0x667	setBaseEpochPeriod(uint256)
0x684	setBondMarket(address)
0x6b7	setOperator(address)
0x6ea	reserveFund()
0x6f2	bootstrapDollarPrice()
0x6fa	setLiquidityIncentiveFund(address)
0x72d	nextEpochPoint()
0x735	initialize(address,address,address,address,address,address,uint256,uint256)
0x79f	getDollarUpdatedPrice()
0x7a7	expansionPercentLiquidityIncentiveFund()
0x7af	expansionPercentDebtPhaseReserveFund()
0x7b7	getDollarPrice()
0x7bf	bootstrapEpochs()
0x7c7	setReserveFund(address)
0x7fa	stakePool()
0x911	0x911
0x1cbd	0x1cbd
0x20bb	0x20bb
0x2323	0x2323
0x245d	0x245d
0x265d	0x265d
0x26da	0x26da
0x274d	0x274d
0x278f	0x278f
0x281c	0x281c
0x289c	0x289c
0x2ccc	0x2ccc
0x2d84	0x2d84
0x2e42	0x2e42
0x2f8e	0x2f8e
0x311c	0x311c
0x3133	0x3133
0x32f4	0x32f4
0x358a	()
0x358a	fallback()
