0x10ad	4	0x4e9	1
0x10ad	4	0x16a2	1
0x10ad	4	0x16fb	1
0x10ad	4	0x19c4	1
0x11bd	4	0x57d	1
0x11bd	4	0x10b5	1
0x11bd	4	0x225c	1
0x11bd	4	0x2347	1
0x120e	25	0x1314	6
0x1291	5	0x5c9	1
0x1291	5	0x13c8	1
0x1291	5	0x1980	1
0x1291	5	0x2d42	1
0x1291	5	0x2fb6	1
0x178c	3	0x62e	1
0x178c	3	0x1804	1
0x178c	3	0x1fd8	1
0x18d7	3	0x664	1
0x18d7	3	0x17f5	1
0x18d7	3	0x1fc9	1
0x1dda	4	0x734	1
0x1dda	4	0x17e6	1
0x1dda	4	0x1fba	1
0x1dda	4	0x252b	1
0x1fa1	3	0x76f	1
0x1fa1	3	0xdb0	1
0x1fa1	3	0x2a42	1
0x21a6	3	0x7ad	1
0x21a6	3	0x1692	1
0x21a6	3	0x16ec	1
0x26b3	3	0x89a	1
0x26b3	3	0x1cdb	1
0x26b3	3	0x3ab7	1
0x2764	3	0x8b2	1
0x2764	3	0x1709	1
0x2764	3	0x2982	1
0x331c	12	0x3844	3
0x3376	4	0xfbe	1
0x3376	4	0xfeb	1
0x3376	4	0x2bf5	1
0x3376	4	0x2c63	1
0x347c	7	0x1fa1	3
0x3628	10	0x3894	3
0x3628	10	0x38b8	3
0x37ce	3	0x2e14	1
0x37ce	3	0x2e2e	1
0x37ce	3	0x30aa	1
